Fecha de muestreo ,Punto de Muestreo,Profundidad secchi (m),Zona fótica (m),pH,Temperatura Media      (°C),OD                        (mg/l),%OD,Conductividad (us/cm),Redox,Fósforo Total     (ug/L P- PO4- ),Nitratos             (ug/L N-NO3-),N. amonical             (ug/L N-NH4+),Manganeso          (mg/l),Color Real (PtCo),Turbiedad (NTU),N total              (mg/l),TOC                  (mg/l),"UV 
(cm-1)",SUVA,Clorofila-a            (ug/l),Feopigmentos,Algas eucariotas totales (cél/ml),Cianobacterias totales (cél/ml),Coliformes totales,E.coli,F- N,CL- N,NO2- N,NO3- N,PO4- N,SO4- N,NH4+ N,K N,NT N,NT Orgánico N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Oct-12,Presa,1.26,3.41,9.8,20.90,11.2,160.90,51.1,72.4,70,994.300,0.000,0.066,23,13,1.141,1.9007,0.046,2.4,107.11,1.95,465,0,-,-,0.025,3.206,0.024,4.404,0.004,1.986,-,1.696,1.141,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Oct-12,Potreros,0.96,2.60,10.2,21.20,11.1,162.70,51.7,110.3,100,38.600,0.000,0.001,18,7,0.230,2.0469,0.056,2.7,171.21,-7.22,1000,0,-,-,0.032,2.601,0.008,0.171,0.005,1.859,-,1.237,0.300,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Oct-12,Palmas-Esp.Santo,1.20,3.25,10.1,21.10,10.8,156.80,53.5,124.1,100,231.800,0.000,0.001,22,8,0.483,2.1041,0.059,2.8,77.08,-62.15,295,0,-,-,0.022,2.933,0.012,1.027,0.004,2.100,-,1.007,0.483,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Oct-12,Descarga Bombeo,0.98,2.65,10.2,21.00,11.6,168.10,53.4,112.8,60,113.100,6.200,0.004,23,11,0.248,2.0419,0.057,2.8,-,-,950,0,2489,202,0.021,2.65,0.012,0.501,-,1.790,0.008,1.039,0.248,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-12,Torre Superficial,0.80,2.16,10.0,20.20,10.7,153.10,49.3,-,104,52.370,˂10,0.004,-,9,0.255,2.3231,0.068,2.9,293.21,33.53,1910,0,5475,420,0.055,2.431,0.004,0.232,0.013,1.743,-,1.128,0.255,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec-12,Torre Media,0.80,2.16,7.2,18.70,5.6,77.90,51.7,-,36,97.970,˂10,0.001,-,2,0.320,1.9160,0.058,3.0,66.34,8.29,305,0,-,-,0.034,3.427,0.009,0.434,0.006,2.440,-,1.072,0.320,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-12,Torre Profunda,0.80,2.16,7.0,17.90,4.0,55.80,57.7,-,46,134.090,˂10,0.052,-,4,0.679,2.1835,0.056,2.6,31.99,2.84,37,0,-,-,0.009,3.297,0.011,0.594,0.017,2.362,-,1.046,0.679,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-12,Presa,1.26,3.41,10.0,19.90,10.8,154.80,46.2,-,46,59.380,˂10,0.018,-,3,0.263,2.0594,0.057,2.8,79.37,7.29,475,0,-,-,0.020,2.118,0.005,0.263,0.006,1.488,-,0.992,0.263,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-12,Potreros,1.18,3.19,8.5,19.90,6.8,97.40,43.2,-,36,17.830,12.400,0.015,-,3,0.170,2.2844,0.080,3.5,21.92,5.03,455,0,-,-,0.028,2.183,0.002,0.079,0.006,1.573,0.016,0.897,0.170,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-12,Palmas-Esp.Santo,2.12,5.73,9.9,20.20,10.3,146.70,50.4,-,31,31.830,˂10,0.014,-,1,0.228,2.3681,0.061,2.6,69.90,5.98,100,0,-,-,0.025,2.657,0.004,0.141,0.018,1.887,-,0.879,0.228,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-12,Descarga Bombeo,1.20,3.25,10.1,19.80,10.7,150.90,44.7,-,64,20.090,˂10,0.013,-,4,0.248,2.4756,0.072,2.9,98.33,5.33,1050,0,1720,441,0.008,2.006,0.006,0.089,0.021,1.445,-,1.017,0.248,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-13,Torre Superficial,1.61,4.36,9.3,20.70,8.9,129.00,49.0,59.5,44,37.472,0.020,0.009,-,6,0.133,2.2310,0.050,2.2,61.01,24.40,528,0,12997,471,0.120,3.268,0.007,0.166,0.019,2.313,-,0.880,0.133,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan-13,Torre Media,1.61,4.36,8.5,19.90,6.6,94.95,52.4,88.1,43,85.102,0.000,0.027,-,8,0.214,2.2616,0.046,2.0,81.15,13.39,668,0,-,-,0.257,5.36,0.008,0.377,0.021,3.638,-,0.986,0.214,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-13,Torre Profunda,1.61,4.36,7.1,19.20,4.7,65.85,43.7,124.8,31,100.903,0.000,0.022,-,6,0.242,2.0054,0.041,2.0,38.50,6.69,676,0,-,-,0.053,2.979,0.014,0.447,0.005,2.008,-,0.907,0.242,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-13,Presa,1.64,4.44,9.3,20.20,9.6,137.00,41.4,12.1,60,87.133,0.020,0.024,-,7,0.226,2.3024,0.053,2.3,155.19,5.27,760,0,-,-,0.032,2.267,0.014,0.386,0.015,1.463,-,1.199,0.226,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-13,Potreros,1.58,4.27,9.0,21.07,9.1,132.53,43.3,34.9,33,31.377,0.000,0.012,-,5,0.162,2.1732,0.060,2.8,42.65,8.35,225,0,24196,146,0.031,2.339,0.005,0.139,0.004,1.609,-,0.802,0.162,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-13,Palmas-Esp.Santo,1.65,4.46,9.4,21.10,9.4,137.60,52.5,65.8,38,41.535,0.020,0.009,-,7,0.127,2.3209,0.045,1.9,36.72,6.40,400,0,19863,201,0.023,3.72,0.003,0.184,0.008,2.450,-,0.868,0.127,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-13,Descarga Bombeo,2.00,5.41,9.5,21.90,8.5,126.90,41.8,46.5,29,36.117,0.020,0.009,-,3,0.078,2.0190,0.047,2.3,4.15,8.71,25,0,7270,144,0.025,2.273,0.007,0.160,0.007,1.588,-,0.825,0.078,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-13,Torre Superficial,1.26,3.41,7.8,20.20,7.2,102.80,41.2,111.7,33,2.257,0.020,0.012,11,7,0.321,2.1165,0.052,2.5,30.21,8.77,365,0,-,-,0.034,2.743,0.010,0.398,-,1.940,-,0.891,0.321,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb-13,Torre Media,1.26,3.41,6.6,18.80,3.3,46.10,43.2,150.0,34,0.677,0.000,0.009,9,7,0.417,2.0595,0.048,2.3,52.13,9.24,325,0,-,-,0.037,2.934,0.003,0.771,-,1.801,-,0.937,0.417,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-13,Torre Profunda,1.26,3.41,6.7,18.60,4.2,58.10,60.4,136.6,30,2.257,0.000,0.043,10,10,0.493,2.2557,0.052,2.3,17.77,5.45,144,0,-,-,0.027,4.475,0.010,0.765,-,3.049,-,1.040,0.493,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-13,Presa,1.43,3.87,8.0,19.60,7.6,107.20,39.2,88.7,33,122.122,0.020,0.024,9,6,0.402,2.2362,0.053,2.4,39.09,7.76,400,0,-,-,0.034,2.542,0.012,0.541,-,1.637,-,1.087,0.402,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-13,Potreros,1.25,3.38,7.7,20.80,7.0,101.47,39.5,107.6,33,86.005,0.000,0.017,9,14,0.388,2.1668,0.049,2.3,3.55,3.08,90,0,-,-,0.041,2.756,0.008,0.381,-,1.807,-,0.865,0.388,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-13,Palmas-Esp.Santo,1.62,4.38,7.9,21.35,7.9,114.80,45.4,93.4,28,88.713,16.279,0.014,6,7,0.398,2.2816,0.048,2.1,11.85,3.49,40,0,-,-,0.016,3.142,0.009,0.393,-,2.231,0.021,0.848,0.398,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-13,Descarga Bombeo,1.73,4.68,8.6,21.45,8.2,119.50,39.9,40.7,31,100.000,0.020,0.011,11,6,0.379,2.4224,0.059,2.4,3.55,3.08,30,0,-,-,0.021,2.593,0.012,0.443,0.004,1.777,-,1.002,0.379,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-13,Torre Superficial,1.88,5.09,8.5,21.40,8.3,123.00,54.0,101.9,9,54.402,0.020,0.009,9,4,0.372,2.7101,0.065,2.4,18.36,22.27,192,0,4611,323,0.052,4.613,0.010,0.241,0.007,2.602,-,1.944,0.372,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar-13,Torre Media,1.88,5.09,7.0,19.67,5.0,71.93,64.5,166.1,6,108.126,0.000,0.020,8,6,0.371,1.9779,0.057,2.9,24.88,7.05,126,0,-,-,0.024,6.196,0.008,0.479,0.004,3.915,-,0.970,0.371,0.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-13,Torre Profunda,1.88,5.09,7.1,18.75,2.4,34.15,40.5,165.1,6,197.968,0.000,0.023,8,5,0.485,1.9561,0.049,2.5,4.15,3.32,56,0,-,-,0.045,2.659,0.009,0.877,-,1.751,-,1.023,0.485,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-13,Presa,2.38,6.44,9.1,21.10,9.3,135.70,44.9,43.0,7,83.296,35.659,0.051,5,5,0.371,2.4185,0.048,2.0,41.46,5.39,233,0,-,-,0.019,2.823,0.013,0.369,0.004,1.634,0.046,1.342,0.371,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-13,Potreros,2.08,5.63,8.6,21.77,6.8,101.40,45.0,94.7,7,70.880,0.000,0.020,14,5,0.341,2.0894,0.065,3.1,15.40,4.09,123,0,4611,109,0.025,3.098,0.010,0.314,-,1.969,-,0.906,0.341,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-13,Palmas-Esp.Santo,2.00,5.41,9.2,22.30,8.3,126.30,50.3,152.0,7,56.885,0.020,0.009,5,3,0.298,2.2533,0.063,2.8,14.22,5.69,123,0,2909,121,0.024,3.646,0.009,0.252,0.004,2.418,-,0.905,0.298,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-13,Descarga Bombeo,2.58,6.98,8.8,20.95,7.5,109.65,43.1,103.3,31,113.318,0.020,0.009,11,4,0.457,2.2749,0.057,2.5,34.95,5.69,188,0,15163,1698,0.040,2.59,0.018,0.502,0.008,1.715,-,0.957,0.457,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-13,Torre Superficial,1.83,4.95,8.4,22.15,8.5,125.95,45.9,103.0,30,41.986,0.020,0.018,9,7,0.423,2.2474,0.059,2.6,24.88,11.61,984,0,-,-,0.059,3.727,0.012,0.186,-,2.189,-,0.961,0.423,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-13,Torre Media,1.83,4.95,6.7,20.47,5.6,77.37,42.3,165.7,50,110.835,0.000,0.026,9,8,0.372,2.2043,0.050,2.3,77.00,15.05,629,0,-,-,0.038,2.746,0.016,0.491,-,1.746,-,1.030,0.372,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-13,Torre Profunda,1.83,4.95,7.0,20.70,6.2,86.45,41.1,124.5,40,130.023,0.000,0.014,9,8,0.393,2.0307,0.055,2.7,59.23,7.94,644,0,-,-,0.129,3.553,0.018,0.576,-,2.334,-,1.157,0.393,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-13,Presa,1.92,5.19,8.1,21.25,9.1,132.05,43.4,24.2,40,65.011,0.020,0.049,13,8,0.344,2.2988,0.065,2.8,21.92,7.94,583,0,-,-,0.055,3.127,0.013,0.288,-,1.829,-,1.006,0.344,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-13,Potreros,1.62,4.38,7.9,21.77,7.1,105.40,43.1,101.1,30,77.427,0.000,0.016,9,6,0.337,1.9306,0.058,3.0,21.92,4.62,785,0,-,-,0.043,3.538,0.014,0.343,-,2.135,-,0.860,0.337,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-13,Palmas-Esp.Santo,1.68,4.54,8.7,23.10,9.0,135.75,57.8,68.8,40,45.147,0.020,0.007,11,4,0.356,2.3860,0.068,2.9,15.40,4.50,470,0,-,-,0.060,4.989,0.007,0.200,-,3.594,-,0.879,0.356,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-13,Descarga Bombeo,1.58,4.27,8.9,21.60,9.2,42.20,42.6,135.6,40,45.824,0.020,0.021,27,6,0.307,2.5927,0.067,2.6,15.99,4.32,498,0,-,-,0.044,2.969,0.011,0.203,-,1.841,-,0.972,0.307,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-13,Torre Superficial,2.22,6.01,9.0,21.58,8.2,120.30,46.9,174.7,30,70.655,0.020,0.029,14,6,0.392,2.1480,0.049,2.3,21.92,10.01,203,0,24196,624,0.044,3.701,0.010,0.313,-,2.397,-,-,0.392,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-13,Torre Media,2.22,6.01,7.1,19.30,5.4,74.65,59.1,227.9,30,132.054,0.000,0.015,14,5,0.354,2.1894,0.056,2.6,11.85,5.15,248,0,-,-,0.021,4.41,-,0.585,-,3.134,-,-,0.354,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-13,Torre Profunda,2.22,6.01,6.9,18.70,4.1,56.27,57.8,223.2,30,167.269,0.000,0.088,19,7,0.530,2.5056,0.053,2.1,2.96,2.84,23,0,-,-,0.018,4.513,-,0.741,-,3.277,-,-,0.530,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-13,Presa,1.73,4.68,9.2,21.45,9.2,135.08,41.1,136.0,60,60.271,0.020,0.077,21,7,0.567,3.5658,0.081,2.3,58.64,6.87,355,0,-,-,0.086,2.628,-,0.267,-,1.800,-,-,0.567,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-13,Potreros,2.26,6.11,9.3,22.90,8.4,127.07,38.8,155.9,20,46.275,0.000,0.018,16,5,0.397,2.3660,0.051,2.2,19.20,-,110,0,9804,160,0.038,2.563,0.010,0.205,-,1.945,-,-,0.397,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-13,Palmas-Esp.Santo,1.30,3.52,9.4,23.05,8.3,126.35,43.6,147.3,30,31.828,0.020,0.009,16,3,0.216,2.2835,0.052,2.3,11.25,-0.89,25,0,12033,132,0.033,2.636,-,0.141,-,1.920,-,-,0.216,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May-13,Descarga Bombeo,1.42,3.84,8.8,19.60,8.2,117.25,33.2,186.0,40,53.725,0.020,0.018,21,6,0.360,2.4054,0.058,2.4,23.69,4.92,148,0,43520,24196,0.025,2.293,0.014,0.238,-,1.565,-,-,0.360,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jun-13,Torre Superficial,3.15,8.52,9.4,20.88,8.8,126.08,40.4,130.3,10,42.438,13.953,0.012,22,4,0.200,2.6334,0.057,2.2,9.48,6.69,146,0,11199,414,0.020,2.252,-,0.188,-,1.571,0.018,0.819,0.200,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
